City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Ekhabi,RU,2021-12-14 21:01:24,53.5102,142.9671,1.98,87,35,19.33
380,Maassluis,NL,2021-12-14 20:57:46,51.9233,4.25,50.99,91,90,5.99
381,Codrington,AU,2021-12-14 21:01:25,-38.2667,141.9667,59.83,72,100,8.3
382,Dangriga,BZ,2021-12-14 20:57:35,16.9692,-88.2321,84.16,80,42,13.78
383,Gravdal,NO,2021-12-14 21:01:25,68.1214,13.5031,40.89,87,75,25.32
384,Half Moon Bay,US,2021-12-14 21:01:26,37.4636,-122.4286,53.85,66,40,4.0
385,Bundaberg,AU,2021-12-14 20:56:29,-24.85,152.35,77.22,63,1,5.01
386,Binga,ZW,2021-12-14 21:01:26,-17.6203,27.3414,75.18,71,94,5.59
387,Evensk,RU,2021-12-14 21:01:26,61.95,159.2333,1.74,74,98,16.87
388,Saint George,US,2021-12-14 21:00:12,37.1041,-113.5841,61.27,50,90,1.01
389,Mweka,CD,2021-12-14 21:01:27,-4.85,21.5667,68.72,93,100,1.36
390,Tocopilla,CL,2021-12-14 21:01:27,-22.092,-70.1979,69.33,70,33,8.68
391,Zhezkazgan,KZ,2021-12-14 21:01:28,47.8043,67.7144,4.08,88,96,3.98
392,Aripuana,BR,2021-12-14 21:01:28,-9.1667,-60.6333,79.93,78,97,2.19
393,Druzhba,UA,2021-12-14 21:01:28,52.0428,33.9453,31.78,90,99,3.53
394,Jimo,CN,2021-12-14 21:01:29,36.3897,120.4622,38.84,86,8,2.66
395,Hailar,CN,2021-12-14 21:01:29,49.2,119.7,-7.44,99,17,4.03
396,Sangar,RU,2021-12-14 21:01:30,63.9242,127.4739,-36.09,96,100,6.69
397,Lazaro Cardenas,MX,2021-12-14 21:01:30,17.9583,-102.2,83.62,68,0,7.83
398,Port Blair,IN,2021-12-14 21:01:30,11.6667,92.75,78.42,74,24,11.59
399,Saint-Augustin,CA,2021-12-14 21:01:31,51.226,-58.6502,18.61,67,95,20.33
400,Hegang,CN,2021-12-14 21:01:31,47.4,130.3667,-5.44,96,98,4.45
401,Taoudenni,ML,2021-12-14 21:01:31,22.6783,-3.9836,72.25,18,100,10.89
402,Shingu,JP,2021-12-14 21:01:31,33.7333,135.9833,44.28,82,2,6.78
403,Xapuri,BR,2021-12-14 21:01:32,-10.6517,-68.5044,89.47,53,72,5.21
404,Chernyshevskiy,RU,2021-12-14 21:01:32,63.0128,112.4714,-31.36,96,91,4.85
405,Beipiao,CN,2021-12-14 21:01:33,41.7919,120.7792,21.29,61,0,2.93
406,Troitsko-Pechorsk,RU,2021-12-14 21:01:33,62.7084,56.1964,19.29,92,97,6.76
407,Gillette,US,2021-12-14 21:01:33,44.2911,-105.5022,53.02,35,1,18.01
408,Pisco,PE,2021-12-14 21:01:34,-13.7,-76.2167,70.02,83,6,10.98
409,Canavieiras,BR,2021-12-14 21:01:34,-15.675,-38.9472,77.7,83,100,6.71
410,Rocky Mountain House,CA,2021-12-14 21:00:05,52.3668,-114.9188,0.82,78,100,10.71
411,Uglovskoye,RU,2021-12-14 21:01:34,51.3557,80.1942,5.86,96,94,7.36
412,Urumqi,CN,2021-12-14 21:01:35,43.801,87.6005,16.75,93,90,2.24
413,Shahrud,IR,2021-12-14 21:01:35,36.4182,54.9763,34.09,36,0,2.71
414,La Arena,PE,2021-12-14 21:01:35,-5.3466,-80.7109,81.18,53,83,17.49
415,Souillac,MU,2021-12-14 21:01:36,-20.5167,57.5167,78.37,75,18,14.38
416,Nova Vicosa,BR,2021-12-14 21:01:36,-17.8919,-39.3719,77.65,83,100,10.09
417,Kyaikto,MM,2021-12-14 21:02:37,17.3,97.0167,69.08,78,2,4.18
418,Thap Khlo,TH,2021-12-14 21:02:37,16.16,100.5966,72.84,75,13,0.85
419,Leh,IN,2021-12-14 21:02:37,34.1667,77.5833,7.72,86,88,2.19
420,Kouroussa,GN,2021-12-14 21:02:38,10.65,-9.8833,79.34,28,83,1.74
421,Garachine,PA,2021-12-14 21:02:38,8.0647,-78.3628,81.09,78,22,3.47
422,La Orilla,MX,2021-12-14 21:02:39,17.9833,-102.2333,83.43,68,0,7.94
423,Nyuksenitsa,RU,2021-12-14 21:02:39,60.4128,44.2397,22.68,95,100,7.07
424,Kemi,FI,2021-12-14 21:02:39,65.8596,24.8228,31.77,93,90,9.22
425,Kerchevskiy,RU,2021-12-14 21:02:40,59.946,56.2884,20.73,93,100,9.01
426,Kulhudhuffushi,MV,2021-12-14 21:02:40,6.6221,73.07,81.05,74,100,7.58
427,Luis Correia,BR,2021-12-14 21:02:40,-2.8792,-41.6669,82.04,77,56,15.12
428,Phalaborwa,ZA,2021-12-14 21:00:55,-23.943,31.1411,72.32,84,24,11.03
429,Umm Kaddadah,SD,2021-12-14 21:02:41,13.6017,26.6876,74.52,32,100,15.77
430,Andros Town,BS,2021-12-14 21:02:41,24.7,-77.7667,76.96,73,15,17.52
431,Soe,ID,2021-12-14 21:02:42,-9.8607,124.284,64.67,87,31,3.38
432,Mandalay,MM,2021-12-14 21:00:56,21.9747,96.0836,64.54,80,67,0.96
433,Dhidhdhoo,MV,2021-12-14 21:02:42,6.8833,73.1,81.16,73,100,6.15
434,Sipe Sipe,BO,2021-12-14 21:02:42,-17.45,-66.3833,69.15,49,99,4.74
435,Khiri Mat,TH,2021-12-14 21:02:43,16.8333,99.8,67.53,76,22,1.92
436,Napanee,CA,2021-12-14 21:01:34,44.2501,-76.9494,41.86,54,69,4.54
437,Bokoro,TD,2021-12-14 21:02:43,12.3807,17.0568,77.41,21,63,12.91
438,Palu,ID,2021-12-14 21:02:44,-0.8917,119.8707,75.31,93,99,2.08
439,Mountain Home,US,2021-12-14 21:02:44,43.133,-115.6912,34.21,80,100,16.02
440,Torrington,US,2021-12-14 21:02:19,41.8007,-73.1212,49.95,42,8,3.0
441,Porto Walter,BR,2021-12-14 21:02:45,-8.2686,-72.7439,80.87,89,95,3.69
442,Krasnoselkup,RU,2021-12-14 21:02:45,65.7,82.4667,-4.22,98,100,21.65
443,Urubicha,BO,2021-12-14 21:02:45,-15.3833,-62.95,74.95,99,100,2.21
444,Sao Joao Da Barra,BR,2021-12-14 21:02:08,-21.6403,-41.0511,76.46,88,100,18.3
445,Moindou,NC,2021-12-14 21:02:46,-21.6924,165.677,76.95,64,68,10.27
446,San Cristobal,VE,2021-12-14 21:02:46,7.7669,-72.225,75.24,73,97,2.1
447,Shar,KZ,2021-12-14 21:02:46,49.5886,81.0453,0.23,96,97,5.26
448,Russellville,US,2021-12-14 21:02:47,35.2784,-93.1338,62.33,93,90,3.44
449,Puerto Escondido,MX,2021-12-14 20:59:52,15.85,-97.0667,85.77,54,0,6.06
450,Bezhetsk,RU,2021-12-14 21:02:47,57.7851,36.6965,25.16,95,100,9.13
451,Beroroha,MG,2021-12-14 21:02:48,-21.6667,45.1667,72.9,82,100,1.97
452,Kaputa,ZM,2021-12-14 21:02:48,-8.4689,29.6619,68.85,85,97,2.04
453,Chimoio,MZ,2021-12-14 21:02:48,-19.1164,33.4833,67.28,95,100,3.53
454,Hadejia,NG,2021-12-14 21:02:49,12.4498,10.0444,71.87,12,48,9.84
455,La Libertad,EC,2021-12-14 21:02:49,-2.2333,-80.9,72.7,81,74,10.2
456,Kedrovyy,RU,2021-12-14 21:02:49,56.1667,91.8167,-8.14,100,98,3.83
457,Derzhavinsk,KZ,2021-12-14 21:02:50,51.1,66.3167,13.23,85,100,10.27
458,Zyryanka,RU,2021-12-14 21:02:50,65.75,150.85,-19.93,97,100,11.03
459,Shache,CN,2021-12-14 21:03:51,38.4167,77.2406,24.66,52,96,3.53
460,Castelnaudary,FR,2021-12-14 21:03:51,43.3183,1.9545,48.43,90,6,1.01
461,Nago,JP,2021-12-14 21:03:52,26.5881,127.9761,63.45,67,0,7.11
462,Belozerskoye,RU,2021-12-14 21:03:52,55.8214,65.5842,24.33,81,100,13.22
463,Santa Isabel Do Rio Negro,BR,2021-12-14 21:03:52,-0.4139,-65.0192,85.66,69,99,3.29
464,Ust-Tsilma,RU,2021-12-14 21:03:53,65.441,52.1498,15.6,97,97,3.36
465,Caravelas,BR,2021-12-14 21:03:53,-17.7125,-39.2481,77.13,84,100,6.49
466,Deputatskiy,RU,2021-12-14 21:03:53,69.3,139.9,-25.33,100,100,0.74
467,Petropavlovsk-Kamchatskiy,RU,2021-12-14 21:03:54,53.0452,158.6483,25.39,68,40,8.95
468,Alice Springs,AU,2021-12-14 21:03:54,-23.7,133.8833,80.15,29,6,12.66
469,Antsohihy,MG,2021-12-14 21:03:54,-14.8796,47.9875,76.14,83,13,1.68
470,Kavieng,PG,2021-12-14 21:03:55,-2.5744,150.7967,83.14,74,100,12.93
471,Port Macquarie,AU,2021-12-14 21:00:29,-31.4333,152.9167,68.9,64,0,3.49
472,Chimbote,PE,2021-12-14 21:03:55,-9.0853,-78.5783,71.37,75,56,11.16
473,Vigrestad,NO,2021-12-14 21:03:55,58.5667,5.7,46.96,93,100,16.91
474,Boyolangu,ID,2021-12-14 21:03:56,-8.1181,111.8935,76.73,86,100,1.95
475,Ziro,IN,2021-12-14 21:03:56,27.6333,93.8333,38.68,75,83,2.48
476,Alta Floresta,BR,2021-12-14 21:03:56,-9.8756,-56.0861,79.56,88,98,3.65
477,Tibati,CM,2021-12-14 21:03:57,6.4667,12.6333,76.95,21,100,5.82
478,Lerwick,GB,2021-12-14 21:03:57,60.1545,-1.1494,50.0,92,100,15.01
479,Bruck An Der Mur,AT,2021-12-14 21:03:58,47.4036,15.2952,36.91,97,94,4.18
480,Mizdah,LY,2021-12-14 21:03:58,31.4451,12.9801,46.87,75,12,5.57
481,Kangaatsiaq,GL,2021-12-14 21:03:58,68.3065,-53.4641,8.8,90,63,4.27
482,Margate,GB,2021-12-14 21:03:59,51.3813,1.3862,52.97,84,100,1.99
483,Linhai,CN,2021-12-14 21:03:59,28.85,121.1167,53.92,72,78,1.16
484,Payo,ID,2021-12-14 21:03:59,-3.7508,103.6372,71.74,98,98,1.25
485,Inhambane,MZ,2021-12-14 21:04:00,-23.865,35.3833,76.77,79,93,5.53
486,Clarksburg,US,2021-12-14 21:03:28,39.2807,-80.3445,57.31,28,1,5.75
487,Sumenep,ID,2021-12-14 21:04:00,-7.0167,113.8667,79.63,82,100,0.96
488,Cervo,ES,2021-12-14 21:04:01,43.6702,-7.4101,49.51,80,0,6.87
489,Yevlax,AZ,2021-12-14 21:04:01,40.6089,47.1492,50.22,67,100,2.91
490,Manggar,ID,2021-12-14 21:04:01,-2.8833,108.2667,79.14,84,94,6.35
491,San Quintin,MX,2021-12-14 21:04:02,30.4833,-115.95,63.25,61,3,10.09
492,Gat,IL,2021-12-14 21:04:02,31.61,34.7642,63.28,100,83,10.51
493,Puerto Del Rosario,ES,2021-12-14 21:04:02,28.5004,-13.8627,64.15,48,20,4.61
494,Manaus,BR,2021-12-14 21:04:03,-3.1019,-60.025,86.5,79,40,2.3
495,Narva-Joesuu,EE,2021-12-14 21:04:03,59.4589,28.0408,33.1,98,100,9.86
496,Duku,NG,2021-12-14 21:04:03,11.2361,4.9073,77.97,13,49,7.31
497,Norman Wells,CA,2021-12-14 21:04:04,65.282,-126.8329,-21.41,97,100,3.65
498,Shenjiamen,CN,2021-12-14 21:04:04,29.9576,122.298,54.84,82,34,2.42
499,Nagorsk,RU,2021-12-14 21:04:05,59.3172,50.8078,21.9,96,98,5.79
500,Tyup,KG,2021-12-14 21:04:05,42.7276,78.3648,17.71,82,100,5.19
501,Dukat,RU,2021-12-14 21:04:05,62.55,155.55,-22.94,96,100,5.53
502,Dunedin,NZ,2021-12-14 21:04:06,-45.8742,170.5036,58.8,75,100,5.99
503,Dakar,SN,2021-12-14 21:01:56,14.6937,-17.4441,76.08,74,100,15.48
504,Jakar,BT,2021-12-14 21:04:06,27.5492,90.7525,33.13,86,16,3.4
505,Nishihara,JP,2021-12-14 21:05:07,26.1842,127.7558,62.65,75,20,5.75
506,Oranjemund,NA,2021-12-14 21:05:07,-28.55,16.4333,61.93,86,27,14.34
507,Champasak,LA,2021-12-14 21:01:14,14.75,106.0,65.75,89,75,0.89
508,Geraldton,AU,2021-12-14 21:05:08,-28.7667,114.6,59.41,77,0,11.5
509,Warmbad,NA,2021-12-14 21:05:08,-28.45,18.7333,69.64,48,0,14.76
510,Northam,GB,2021-12-14 21:05:08,51.0333,-4.2167,55.02,97,96,11.99
511,Juneau,US,2021-12-14 21:05:09,58.3019,-134.4197,24.85,92,90,0.0
512,Svetlyy,RU,2021-12-14 21:05:09,54.675,20.1347,40.96,94,100,10.02
513,Bilma,NE,2021-12-14 21:05:10,18.6853,12.9164,65.71,27,82,13.42
514,Mehamn,NO,2021-12-14 21:03:10,71.0357,27.8492,35.78,80,0,23.02
515,Rustenburg,ZA,2021-12-14 21:05:10,-25.6676,27.2421,73.29,48,16,3.91
516,Atlantic City,US,2021-12-14 21:02:33,39.3643,-74.4229,53.26,64,54,13.22
517,Dubrovnik,HR,2021-12-14 21:05:10,42.6481,18.0922,49.64,37,0,23.02
518,Damaturu,NG,2021-12-14 21:05:11,11.747,11.9608,70.29,17,82,9.44
519,Koubia,GN,2021-12-14 21:05:11,11.5833,-11.9,72.23,31,97,1.45
520,Anqing,CN,2021-12-14 21:05:11,30.5092,117.0506,54.25,66,100,2.71
521,Oriximina,BR,2021-12-14 21:05:12,-1.7656,-55.8661,85.73,65,100,3.09
522,Hikone,JP,2021-12-14 21:05:12,35.25,136.25,40.55,74,11,3.67
523,Cam Ranh,VN,2021-12-14 21:05:12,11.9214,109.1591,75.16,73,75,8.05
524,Povenets,RU,2021-12-14 21:05:13,62.8487,34.8262,29.91,98,100,10.4
525,Shetpe,KZ,2021-12-14 21:05:13,44.1667,52.1167,31.44,75,27,21.65
526,Verkhoyansk,RU,2021-12-14 21:05:13,67.5447,133.385,-28.86,94,100,0.16
527,Gushikawa,JP,2021-12-14 21:05:14,26.3544,127.8686,62.6,86,1,8.05
528,Saint-Francois,FR,2021-12-14 21:05:14,46.4154,3.9054,35.67,99,90,2.3
529,Luau,AO,2021-12-14 21:05:14,-10.7073,22.2247,64.9,95,81,2.42
530,San Juan,AR,2021-12-14 21:05:15,-31.5375,-68.5364,85.26,23,10,21.09
531,Tigre,AR,2021-12-14 21:05:15,-34.426,-58.5796,79.3,38,0,14.97
532,Tolaga Bay,NZ,2021-12-14 21:05:16,-38.3667,178.3,66.97,97,100,21.27
533,Aguimes,ES,2021-12-14 21:05:16,27.9054,-15.4461,61.43,77,40,2.3
534,Porbandar,IN,2021-12-14 21:05:16,21.6422,69.6093,67.89,36,25,10.33
535,Orebro,SE,2021-12-14 21:05:17,59.2741,15.2066,41.18,87,90,12.66
536,Port Lincoln,AU,2021-12-14 21:05:17,-34.7333,135.8667,60.91,73,95,9.22
537,Kadnikov,RU,2021-12-14 21:05:17,59.5022,40.338,26.38,91,100,6.87
538,Strezhevoy,RU,2021-12-14 21:05:18,60.7333,77.5889,-4.02,93,100,12.15
539,Maceio,BR,2021-12-14 21:05:18,-9.6658,-35.7353,81.84,78,75,6.91
540,Chiang Khong,TH,2021-12-14 21:05:18,20.2613,100.4046,61.48,90,10,1.1
541,Pawa,PH,2021-12-14 21:05:19,13.1747,123.7328,75.7,91,82,8.5
542,Panguna,PG,2021-12-14 21:05:19,-6.3164,155.4848,74.43,86,89,0.76
543,Ola,RU,2021-12-14 21:05:19,59.5833,151.2833,1.96,92,100,10.36
544,Kidal,ML,2021-12-14 21:05:20,18.4411,1.4078,75.07,10,100,9.35
545,Sfantu Gheorghe,RO,2021-12-14 21:05:20,45.8667,25.7833,34.93,92,100,4.16
546,Pathein,MM,2021-12-14 21:05:20,16.7833,94.7333,69.42,88,2,5.21
547,Vilhena,BR,2021-12-14 21:05:21,-12.7406,-60.1458,77.72,77,91,3.44
548,Zheleznodorozhnyy,RU,2021-12-14 21:05:21,55.7503,38.0042,25.32,97,97,1.12
549,Talara,PE,2021-12-14 21:05:21,-4.5772,-81.2719,77.76,61,0,20.71
550,Itoman,JP,2021-12-14 21:05:22,26.1247,127.6694,63.37,74,20,2.3
551,Salekhard,RU,2021-12-14 21:05:22,66.53,66.6019,8.65,96,99,4.61
552,Fort Nelson,CA,2021-12-14 21:06:23,58.8053,-122.7002,-16.13,96,55,0.56
553,Mackay,AU,2021-12-14 21:06:23,-21.15,149.2,83.05,70,95,7.43
554,Todos Santos,MX,2021-12-14 21:06:23,23.45,-110.2167,86.0,72,0,8.28
555,Biak,ID,2021-12-14 21:06:24,-0.9131,122.8766,77.14,77,100,2.75
556,Dingle,PH,2021-12-14 21:06:24,10.9995,122.6711,72.37,92,66,8.14
557,Pryazha,RU,2021-12-14 21:06:24,61.6926,33.6216,28.18,93,100,9.42
558,Marzuq,YE,2021-12-14 21:06:25,14.4,46.4667,54.7,27,7,2.17
559,Waiouru,NZ,2021-12-14 21:06:25,-39.4833,175.6667,59.45,92,96,6.38
560,Nikitinskiy,RU,2021-12-14 21:06:25,54.5845,86.0115,-4.88,98,100,4.7
561,Fairlie,GB,2021-12-14 21:06:26,55.756,-4.8556,49.41,89,100,1.99
562,Bejar,ES,2021-12-14 21:06:26,40.3864,-5.7634,46.58,53,84,5.23
563,Sabang,ID,2021-12-14 21:06:26,5.8933,95.3214,81.86,76,99,16.75
564,Paris,FR,2021-12-14 21:05:03,48.8534,2.3488,47.21,94,90,2.3
565,Tarabuco,BO,2021-12-14 21:06:27,-19.1667,-64.9167,56.59,64,100,5.59
566,Ndola,ZM,2021-12-14 21:06:27,-12.9587,28.6366,68.59,55,69,1.41
567,Beyneu,KZ,2021-12-14 21:06:28,45.3167,55.2,31.62,88,29,14.76
568,Nicoya,CR,2021-12-14 21:06:28,10.1483,-85.452,85.55,66,84,13.89
